count_point_id,year,region_id,region_name,region_ons_code,local_authority_id,local_authority_name,local_authority_code,road_name,road_category,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,direction_of_travel,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
749,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A77,TA,Major,LA boundary,A76,243900,635900,55.59163646,-4.47860586,4.7,2.92,Counted,Automatic counter,E,0,29,11601,101,1565,314,59,72,99,164,227,935,14231
74358,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A759,PA,Major,LA boundary,B751,239200,636400,55.59459508,-4.55339682,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,N,8,13,3035,47,591,126,70,62,12,16,30,317,4002
74358,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A759,PA,Major,LA boundary,B751,239200,636400,55.59459508,-4.55339682,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,S,3,14,3034,45,636,109,93,94,14,25,24,360,4089
40748,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A76,TA,Major,A719,A77,244600,636300,55.59545117,-4.46773509,4,2.49,Counted,Automatic counter,E,1,16,4358,21,835,88,33,32,21,72,98,343,5573
40748,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A76,TA,Major,A719,A77,244600,636300,55.59545117,-4.46773509,4,2.49,Counted,Automatic counter,W,0,23,4482,16,838,85,26,41,20,49,75,296,5656
80236,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A71,PA,Major,B7064,B7038 Campbell Street,242000,636400,55.5955119,-4.50901004,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,E,0,23,11604,28,2560,240,97,121,25,35,386,905,15120
80236,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A71,PA,Major,B7064,B7038 Campbell Street,242000,636400,55.5955119,-4.50901004,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,W,0,37,12083,37,2654,253,82,139,22,61,311,869,15679
80193,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6091,TA,Major,B6360,B6374,354000,633900,55.59654,-2.73151909,2.9,1.8,Estimated,Estimated using previous year's AADF on this link,E,1,19,4559,15,668,60,13,9,5,31,0,118,5380
80193,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6091,TA,Major,B6360,B6374,354000,633900,55.59654,-2.73151909,2.9,1.8,Estimated,Estimated using previous year's AADF on this link,W,0,31,4589,17,599,65,10,11,8,25,2,121,5357
20873,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A698,PA,Major,A699,A6089,372850,633750,55.59661229,-2.43239261,1.1,0.68,Estimated,Estimated using previous year's AADF on this link,N,12,44,3237,39,793,78,9,0,4,3,1,95,4208
20873,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A698,PA,Major,A699,A6089,372850,633750,55.59661229,-2.43239261,1.1,0.68,Estimated,Estimated using previous year's AADF on this link,S,15,53,2681,39,693,69,5,3,2,2,3,84,3550
80266,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A759,PA,Major,B751,B7064,240000,636710,55.59764136,-4.54089509,1.3,0.81,Estimated,Estimated using previous year's AADF on this link,E,4,9,2395,22,471,84,74,153,60,33,19,423,3320
80266,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A759,PA,Major,B751,B7064,240000,636710,55.59764136,-4.54089509,1.3,0.81,Estimated,Estimated using previous year's AADF on this link,W,7,10,2353,31,537,78,53,139,56,35,21,382,3313
78603,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,A78,"Carson Drive, Irvine",232520,637000,55.59772833,-4.65964503,1.2,0.75,Estimated,Estimated from nearby links,C,19,30,8856,178,1578,261,64,49,9,22,45,450,11091
80235,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A71,PA,Major,B7038 Campbell Street,A77,243310,636600,55.59773069,-4.48835619,1.7,1.06,Estimated,Estimated using previous year's AADF on this link,E,6,42,7769,28,2010,316,111,177,22,112,371,1110,10959
80235,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A71,PA,Major,B7038 Campbell Street,A77,243310,636600,55.59773069,-4.48835619,1.7,1.06,Estimated,Estimated using previous year's AADF on this link,W,2,39,7841,28,1994,265,70,177,24,110,338,984,10886
80570,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A68,TA,Major,A6091,B6360,357780,634000,55.5977817,-2.67155568,1.3,0.81,Estimated,Estimated using previous year's AADF on this link,N,2,56,4046,51,483,79,34,25,11,10,63,221,4856
80570,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A68,TA,Major,A6091,B6360,357780,634000,55.5977817,-2.67155568,1.3,0.81,Estimated,Estimated using previous year's AADF on this link,S,1,49,4108,49,612,85,30,26,12,44,71,268,5086
78605,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,A77,B7072 Hurlford Rd,243950,636600,55.59793629,-4.47820955,0.2,0.12,Estimated,Estimated from nearby links,C,23,36,13041,213,1392,128,12,12,13,11,22,198,14881
80224,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A78,TA,Major,A737,A71,233140,637000,55.59794124,-4.64981679,1.9,1.18,Counted,Automatic counter,N,0,19,6936,11,1113,134,45,95,19,35,74,403,8481
80224,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A78,TA,Major,A737,A71,233140,637000,55.59794124,-4.64981679,1.9,1.18,Counted,Automatic counter,S,0,19,7173,12,1167,115,47,111,17,39,80,409,8780
80567,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6091,TA,Major,B6374,B6361 Main Street,356000,634050,55.59807295,-2.69980846,1.5,0.93,Estimated,Estimated using previous year's AADF on this link,E,1,37,5885,40,831,85,37,21,4,23,8,177,6970
80567,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6091,TA,Major,B6374,B6361 Main Street,356000,634050,55.59807295,-2.69980846,1.5,0.93,Estimated,Estimated using previous year's AADF on this link,W,2,32,5890,53,848,95,26,32,9,15,5,183,7007
80568,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6091,TA,Major,B6361 Main Street,A68(T),357000,634130,55.59888127,-2.68395297,1.2,0.75,Counted,Manual count,E,1,29,6017,59,880,73,32,20,20,25,34,203,7188
80568,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6091,TA,Major,B6361 Main Street,A68(T),357000,634130,55.59888127,-2.68395297,1.2,0.75,Counted,Manual count,W,2,33,6155,58,907,97,20,18,18,21,28,203,7356
78606,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A759,PA,Major,B7064,Smillie Place,240750,636840,55.59905425,-4.52908011,0.6,0.37,Estimated,Estimated from nearby links,C,33,14,5334,49,792,66,4,10,2,1,1,83,6272
80391,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6091,TA,Major,A7(T),B6360,352000,634340,55.60029969,-2.76333012,2.6,1.62,Estimated,Estimated using previous year's AADF on this link,E,22,27,4881,30,1173,225,38,11,21,11,17,324,6434
80391,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6091,TA,Major,A7(T),B6360,352000,634340,55.60029969,-2.76333012,2.6,1.62,Estimated,Estimated using previous year's AADF on this link,W,23,27,4971,30,1196,229,38,10,22,11,17,327,6551
80233,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,B7072 Hurlford Rd,B7038,243300,637000,55.60131818,-4.48874218,1.5,0.93,Counted,Manual count,N,15,21,6106,108,606,63,7,3,3,6,7,88,6929
80233,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,B7072 Hurlford Rd,B7038,243300,637000,55.60131818,-4.48874218,1.5,0.93,Counted,Manual count,S,8,15,6806,103,773,64,4,10,10,5,15,108,7805
10831,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A71,PA,Major,A77,A76/A77,247900,636850,55.60143098,-4.41572088,6.6,4.1,Estimated,Estimated using previous year's AADF on this link,E,0,10,4629,65,1070,151,26,28,25,21,30,281,6055
10831,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A71,PA,Major,A77,A76/A77,247900,636850,55.60143098,-4.41572088,6.6,4.1,Estimated,Estimated using previous year's AADF on this link,W,1,15,4300,72,1069,163,21,38,22,24,45,314,5770
80267,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A759,PA,Major,Smillie Place,B7081 Portland Road,242000,637170,55.60242392,-4.50945149,1.8,1.12,Estimated,Estimated using previous year's AADF on this link,E,18,7,3014,29,413,38,1,5,1,1,0,46,3509
80267,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A759,PA,Major,Smillie Place,B7081 Portland Road,242000,637170,55.60242392,-4.50945149,1.8,1.12,Estimated,Estimated using previous year's AADF on this link,W,17,9,2847,25,457,34,3,6,1,1,1,46,3384
74357,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A71,PA,Major,LA boundary,B7064,239000,637400,55.60350529,-4.5571514,3.7,2.3,Estimated,Estimated using previous year's AADF on this link,E,0,61,10604,23,2867,240,69,186,16,64,167,742,14297
74357,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A71,PA,Major,LA boundary,B7064,239000,637400,55.60350529,-4.5571514,3.7,2.3,Estimated,Estimated using previous year's AADF on this link,W,0,54,10186,23,2746,251,69,149,17,64,142,692,13701
11025,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A71,PA,Major,A78,LA boundary,235000,637700,55.60485837,-4.62075045,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,0,60,10603,23,2865,240,69,186,16,64,167,742,14294
11025,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A71,PA,Major,A78,LA boundary,235000,637700,55.60485837,-4.62075045,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,0,54,10185,23,2744,251,69,149,17,64,142,692,13698
30906,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,"Carson Drive, Irvine",A71,232130,637930,55.60594123,-4.66639379,0.7,0.43,Estimated,Estimated using previous year's AADF on this link,N,14,16,4717,94,862,143,30,29,6,13,21,241,5930
30906,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,"Carson Drive, Irvine",A71,232130,637930,55.60594123,-4.66639379,0.7,0.43,Estimated,Estimated using previous year's AADF on this link,S,5,15,4508,91,782,129,36,23,4,9,26,227,5623
21007,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6089,PA,Major,B6397,A698,372000,634850,55.60644746,-2.44599265,3.4,2.11,Estimated,Estimated using previous year's AADF on this link,E,16,15,2357,22,608,62,6,8,10,4,12,101,3102
21007,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6089,PA,Major,B6397,A698,372000,634850,55.60644746,-2.44599265,3.4,2.11,Estimated,Estimated using previous year's AADF on this link,W,12,20,2360,18,644,52,17,6,17,10,1,104,3145
50773,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,B7038 Armour Street,A759,242900,637600,55.60657527,-4.49542648,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,W,2,33,10959,349,1643,141,9,8,5,1,1,165,13149
20756,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A77,TA,Major,A71/A735,B7038 mid-junction,244400,637600,55.60705725,-4.47163986,5.4,3.36,Counted,Automatic counter,N,1,88,17187,49,3240,855,111,109,127,302,354,1859,22424
20756,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A77,TA,Major,A71/A735,B7038 mid-junction,244400,637600,55.60705725,-4.47163986,5.4,3.36,Counted,Automatic counter,S,4,90,16398,47,3091,815,106,104,114,269,315,1723,21349
83024,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A7,PA,Major,A6091,A7 A72 split,350000,635170,55.60755502,-2.79521807,2.6,1.62,Estimated,Estimated using previous year's AADF on this link,E,8,41,8067,64,1213,87,12,12,12,18,12,154,9540
83024,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A7,PA,Major,A6091,A7 A72 split,350000,635170,55.60755502,-2.79521807,2.6,1.62,Estimated,Estimated using previous year's AADF on this link,W,9,51,7822,64,1326,98,11,23,18,14,15,179,9443
78602,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A71,PA,Major,A737,road to B7081 Annick Rd,232400,638130,55.60782941,-4.66223458,0.8,0.5,Estimated,Estimated from nearby links,C,3,19,16241,23,1865,139,30,19,12,39,105,343,18492
20735,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A68,TA,Major,B6360,A6105,357550,635150,55.60809398,-2.67538287,3.6,2.24,Counted,Automatic counter,S,2,41,3875,44,618,48,34,12,10,88,17,208,4786
20735,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A68,TA,Major,B6360,A6105,357550,635150,55.60809398,-2.67538287,3.6,2.24,Counted,Automatic counter,N,1,51,4174,54,648,59,24,17,10,66,5,181,5109
41026,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A71,PA,Major,road to B7081 Annick Rd,A78,232988,638160,55.608299,-4.6529293,0.4,0.25,Counted,Manual count,E,3,8,7538,12,883,66,11,7,5,25,45,159,8600
41026,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A71,PA,Major,road to B7081 Annick Rd,A78,232988,638160,55.608299,-4.6529293,0.4,0.25,Counted,Manual count,W,0,10,7784,10,876,65,18,11,5,12,54,165,8845
30835,2018,3,Scotland,S92000003,37,South Lanarkshire,S12000029,A72,PA,Major,A73,A702,301500,636100,55.60850114,-3.56515572,5.1,3.17,Estimated,Estimated using previous year's AADF on this link,E,1,4,1427,21,377,61,18,17,7,7,17,127,1956
30835,2018,3,Scotland,S92000003,37,South Lanarkshire,S12000029,A72,PA,Major,A73,A702,301500,636100,55.60850114,-3.56515572,5.1,3.17,Estimated,Estimated using previous year's AADF on this link,W,3,3,1395,25,372,55,16,10,4,3,16,105,1900
1020,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A71,PA,Major,A719,LA boundary,259900,637300,55.60907413,-4.22565145,12.7,7.89,Estimated,Estimated using previous year's AADF on this link,E,0,3,1253,1,780,138,25,70,15,42,52,342,2380
1020,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A71,PA,Major,A719,LA boundary,259900,637300,55.60907413,-4.22565145,12.7,7.89,Estimated,Estimated using previous year's AADF on this link,W,1,9,1431,3,910,150,43,74,9,24,103,402,2755
1021,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,A759,A735 Green St,242680,637998,55.610075,-4.4991424,0.5,0.31,Counted,Manual count,N,23,129,12230,306,1426,77,31,4,14,3,3,132,14223
20827,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,B7038 Armour Street,A735 High  St,243000,638000,55.61019824,-4.49406874,0.8,0.5,Counted,Manual count,S,23,63,13939,865,1437,237,34,19,13,6,7,316,16620
80271,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,A71,A736,232000,638550,55.61146118,-4.66883311,1.9,1.18,Estimated,Estimated using previous year's AADF on this link,N,14,11,2817,94,330,64,4,9,3,2,2,84,3338
80271,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,A71,A736,232000,638550,55.61146118,-4.66883311,1.9,1.18,Estimated,Estimated using previous year's AADF on this link,S,17,8,3404,43,373,52,9,5,5,4,2,78,3906
80275,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,A735 Portland St,A735 High St,242900,638180,55.61178177,-4.49575732,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,E,5,19,8791,499,1192,146,12,3,2,2,0,165,10666
74363,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,A735 Green St,B7038 Dean Street,242930,638350,55.6133175,-4.49537851,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,N,15,4,6895,359,979,165,27,8,7,9,8,224,8461
80232,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,A735 Green St,B7082 High Street,243100,638350,55.61337236,-4.49268227,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,S,8,18,9763,370,1757,205,63,45,9,7,17,347,12256
80231,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,B7082 High Street,B7038 Dean Street,243050,638520,55.61488227,-4.49357219,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,E,14,18,6708,275,1404,170,43,15,7,5,17,257,8662
74351,2018,3,Scotland,S92000003,37,South Lanarkshire,S12000029,A71,PA,Major,LA boundary,B745,263230,638000,55.61630689,-4.17317853,2.4,1.49,Estimated,Estimated using previous year's AADF on this link,E,0,4,1254,1,781,138,25,70,15,42,52,342,2381
74351,2018,3,Scotland,S92000003,37,South Lanarkshire,S12000029,A71,PA,Major,LA boundary,B745,263230,638000,55.61630689,-4.17317853,2.4,1.49,Estimated,Estimated using previous year's AADF on this link,W,1,9,1431,3,911,150,43,74,9,24,103,402,2756
80270,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,A736,B7081,232180,639120,55.61663934,-4.6663262,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,N,8,5,3645,93,710,84,9,5,0,1,2,100,4554
80270,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,A736,B7081,232180,639120,55.61663934,-4.6663262,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,S,11,6,4174,54,670,72,9,8,3,1,2,95,4999
78607,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,B7038,Tourhill Rd,242540,639000,55.61902625,-4.50193576,1.5,0.93,Estimated,Estimated using previous year's AADF on this link,N,13,25,5146,158,644,125,18,12,7,7,18,186,6159
78607,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,B7038,Tourhill Rd,242540,639000,55.61902625,-4.50193576,1.5,0.93,Estimated,Estimated using previous year's AADF on this link,S,14,30,4617,144,623,120,19,15,7,7,23,191,5605
50955,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A701,PA,Major,B712,A72,311060,637200,55.62022453,-3.41380988,7,4.35,Estimated,Estimated using previous year's AADF on this link,N,1,13,452,11,119,7,4,2,1,4,6,23,617
50955,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A701,PA,Major,B712,A72,311060,637200,55.62022453,-3.41380988,7,4.35,Estimated,Estimated using previous year's AADF on this link,S,0,8,455,17,126,14,14,0,0,10,32,69,675
78589,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A72,PA,Major,Kilnknowe Place,A7,348500,636780,55.62186307,-2.81932678,1.3,0.81,Estimated,Estimated using previous year's AADF on this link,E,8,15,4061,62,1103,20,5,3,5,4,37,74,5316
78589,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A72,PA,Major,Kilnknowe Place,A7,348500,636780,55.62186307,-2.81932678,1.3,0.81,Estimated,Estimated using previous year's AADF on this link,W,15,11,4042,56,1187,30,10,5,5,6,28,85,5380
78588,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A7,PA,Major,A7 Bridge Place,Glendinning Terrace,348750,636820,55.6222489,-2.81536495,1,0.62,Estimated,Estimated using previous year's AADF on this link,E,8,35,1920,61,532,78,16,20,11,27,20,173,2721
78588,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A7,PA,Major,A7 Bridge Place,Glendinning Terrace,348750,636820,55.6222489,-2.81536495,1,0.62,Estimated,Estimated using previous year's AADF on this link,W,9,33,1856,51,486,84,15,13,6,30,33,181,2607
20762,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A78,TA,Major,A71,A737,233220,639800,55.62310044,-4.65024424,5.2,3.23,Estimated,Estimated using previous year's AADF on this link,N,2,76,11401,70,2140,428,93,130,65,51,148,915,14602
20762,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A78,TA,Major,A71,A737,233220,639800,55.62310044,-4.65024424,5.2,3.23,Estimated,Estimated using previous year's AADF on this link,S,4,81,12632,83,1940,350,117,141,65,75,114,863,15600
50732,2018,3,Scotland,S92000003,37,South Lanarkshire,S12000029,A702,TA,Major,A72,A72,304000,637700,55.62337239,-3.52604484,2.8,1.74,Counted,Automatic counter,N,9,24,3151,31,542,44,18,29,12,31,44,177,3925
50732,2018,3,Scotland,S92000003,37,South Lanarkshire,S12000029,A702,TA,Major,A72,A72,304000,637700,55.62337239,-3.52604484,2.8,1.74,Counted,Automatic counter,S,5,29,3088,28,565,47,14,21,14,43,39,178,3886
1093,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,A736,B779 Sandy Road,231800,640000,55.62440649,-4.67289054,1.1,0.68,Counted,Manual count,N,21,5,4868,218,461,27,12,1,2,1,2,46,5598
1093,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,A736,B779 Sandy Road,231800,640000,55.62440649,-4.67289054,1.1,0.68,Counted,Manual count,S,16,10,5196,216,390,20,3,0,1,1,0,25,5838
10835,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A72,PA,Major,B709,A707,339200,637460,55.62689681,-2.9671296,11.4,7.08,Estimated,Estimated using previous year's AADF on this link,E,2,21,1769,26,486,55,17,8,7,9,7,103,2405
10835,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A72,PA,Major,B709,A707,339200,637460,55.62689681,-2.9671296,11.4,7.08,Estimated,Estimated using previous year's AADF on this link,W,4,23,1772,25,514,49,20,8,3,6,15,101,2435
40833,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A72,PA,Major,A707,"Kilnknowe Place, Galashiels",346200,637380,55.6270042,-2.85596137,5.9,3.67,Estimated,Estimated using previous year's AADF on this link,E,1,14,2268,55,649,100,26,20,9,4,3,161,3147
40833,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A72,PA,Major,A707,"Kilnknowe Place, Galashiels",346200,637380,55.6270042,-2.85596137,5.9,3.67,Estimated,Estimated using previous year's AADF on this link,W,1,8,2169,59,674,101,32,20,5,9,8,176,3086
50836,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6089,PA,Major,A6105,B6397,368500,637200,55.62734726,-2.50181416,10.9,6.77,Estimated,Estimated using previous year's AADF on this link,N,3,11,720,1,221,34,23,22,6,3,7,96,1048
50836,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A6089,PA,Major,A6105,B6397,368500,637200,55.62734726,-2.50181416,10.9,6.77,Estimated,Estimated using previous year's AADF on this link,S,1,18,656,4,192,33,59,24,6,10,7,139,1009
80365,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,Tourhill Rd,"C-road crossroads, Altonhill",242100,640000,55.62786022,-4.50948904,0.5,0.31,Estimated,Estimated from nearby links,C,14,39,4565,118,1321,165,17,24,9,2,1,218,6262
80527,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A736,PA,Major,B7081,B7080,233620,640350,55.62817406,-4.64423191,3,1.86,Estimated,Estimated using previous year's AADF on this link,N,5,17,5063,25,714,105,19,35,1,4,14,178,5998
80527,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A736,PA,Major,B7081,B7080,233620,640350,55.62817406,-4.64423191,3,1.86,Estimated,Estimated using previous year's AADF on this link,S,6,25,5243,29,737,97,12,32,4,6,15,167,6201
40737,2018,3,Scotland,S92000003,37,South Lanarkshire,S12000029,A73,PA,Major,A72,A70,295400,638600,55.62968101,-3.66289365,8.9,5.53,Estimated,Estimated using previous year's AADF on this link,E,0,10,1455,31,551,89,43,65,26,17,40,279,2325
40737,2018,3,Scotland,S92000003,37,South Lanarkshire,S12000029,A73,PA,Major,A72,A70,295400,638600,55.62968101,-3.66289365,8.9,5.53,Estimated,Estimated using previous year's AADF on this link,W,0,8,1493,26,504,84,49,67,18,29,101,348,2379
50930,2018,3,Scotland,S92000003,44,Argyll & Bute,S12000035,A846,PA,Major,Ardbeg pier,B8016,137500,645400,55.63108578,-6.172049,7.4,4.6,Estimated,Estimated using previous year's AADF on this link,E,4,2,302,6,82,7,0,0,0,0,10,17,409
50930,2018,3,Scotland,S92000003,44,Argyll & Bute,S12000035,A846,PA,Major,Ardbeg pier,B8016,137500,645400,55.63108578,-6.172049,7.4,4.6,Estimated,Estimated using previous year's AADF on this link,W,4,2,301,6,91,9,0,1,0,0,8,18,418
80385,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A698,PA,Major,A699/A6089,A697,376700,637700,55.63230357,-2.37163581,11.3,7.02,Estimated,Estimated using previous year's AADF on this link,E,5,9,970,10,226,27,4,5,4,7,1,48,1263
80385,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A698,PA,Major,A699/A6089,A697,376700,637700,55.63230357,-2.37163581,11.3,7.02,Estimated,Estimated using previous year's AADF on this link,W,4,2,903,12,219,29,7,5,3,7,12,62,1199
80403,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,B779 Sandy Road,A737 spur to A78,231550,641000,55.63329537,-4.67746849,1,0.62,Estimated,Estimated using previous year's AADF on this link,N,9,17,5691,144,825,117,17,10,9,3,1,157,6833
80403,2018,3,Scotland,S92000003,41,North Ayrshire,S12000021,A737,PA,Major,B779 Sandy Road,A737 spur to A78,231550,641000,55.63329537,-4.67746849,1,0.62,Estimated,Estimated using previous year's AADF on this link,S,7,13,4953,143,708,89,13,7,3,1,1,115,5932
10834,2018,3,Scotland,S92000003,37,South Lanarkshire,S12000029,A72,PA,Major,A702,LA Boundary,306000,638770,55.63337426,-3.49466288,1.4,0.87,Estimated,Estimated using previous year's AADF on this link,E,1,17,507,9,209,25,5,9,9,10,6,64,807
10834,2018,3,Scotland,S92000003,37,South Lanarkshire,S12000029,A72,PA,Major,A702,LA Boundary,306000,638770,55.63337426,-3.49466288,1.4,0.87,Estimated,Estimated using previous year's AADF on this link,W,0,10,485,8,180,26,4,10,8,7,30,86,769
30891,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A719,PA,Major,A71,A77,248640,640400,55.63353117,-4.4059392,9.5,5.9,Estimated,Estimated using previous year's AADF on this link,N,1,4,1310,6,458,43,4,17,7,2,10,83,1861
30891,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A719,PA,Major,A71,A77,248640,640400,55.63353117,-4.4059392,9.5,5.9,Estimated,Estimated using previous year's AADF on this link,S,1,6,1304,9,586,68,10,29,5,2,12,126,2031
80274,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,"C-road crossroads, Altonhill",B751,241200,641000,55.6365436,-4.52434566,1.6,0.99,Estimated,Estimated using previous year's AADF on this link,N,6,20,2168,57,622,70,3,10,4,0,0,87,2954
80274,2018,3,Scotland,S92000003,39,East Ayrshire,S12000008,A735,PA,Major,"C-road crossroads, Altonhill",B751,241200,641000,55.6365436,-4.52434566,1.6,0.99,Estimated,Estimated using previous year's AADF on this link,S,5,18,2351,60,686,93,14,14,5,2,1,129,3245
40832,2018,3,Scotland,S92000003,33,Scottish Borders,S12000026,A72,PA,Major,LA Boundary,A701,307600,639100,55.63664536,-3.46936882,4.6,2.86,Estimated,Estimated using previous year's AADF on this link,E,0,1,484,11,175,20,5,15,5,10,6,61,732
